 main_id, assoc, spec_type, RA_h, RA_m, RA_s, ra, Dec_d, Dec_m, Dec_s, dec, pmra, e_pmra, pmdec, e_pmdec, dist, e_dist, radvel, e_radvel, HR1, NUVmag, e_NUVmag, Gmag, e_Gmag, Jmag, e_Jmag, IR_ex, known_assoc, youth, ref, S1, S2, S3, S4, S5, S6, S7, S8, S9, S10, S11, S12, S13, S14, S15, S16, S17, S18, S19, S20, S21, S22, S23, S24, S25, S26, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC_, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, pmRA Err., pmDec Err., Parallax, Parallax Err., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
J0405-2809,COL,(M4),4,5,57.128,61.48803333,-28,9,46.52,-28.16292222,49.59,0.07,-9.68,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44743153,61.4877,-28.1629,59.07,-11.86,12.934,STAR,2mass,1.0609403,20180610,,,310-004515,04055705-2809463,,J040557.10-280946.5,4.89E+18,13905110,,2,2,NaN,NaN,17.511,0.03,15.971,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.192,0.024,10.617,0.024,10.323,0.019,10.188,0.024,9.97,0.021,9.818,0.043,8.698,NaN,14.1692,0.000986413,0.04,3162,63,5.03679,0.425422,NaN,NaN,0.224,0.04,0.199,0.046,DWARF,0.004518957,0.001613913,NaN,NaN,0.0202584,NaN,19,0.001145263,,,0.003837961
J0430-4640,COL,(M8),4,30,35.363,67.64734583,-46,40,21.16,-46.67254444,67.83,0.32,18.94,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153836724,67.646908,-46.672613,65.2306,22.0898,16.6,STAR,2mass,1.109333104,20180610,,,,04303525-4640214,,J043035.33-464021.2,4.79E+18,,,3.80725,3.80732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.133,0.026,13.421,0.026,13.016,0.03,12.8,0.023,12.588,0.022,12.376,0.288,8.914,NaN,18.1541,0.0140484,0.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0255+4746,COL,(K7),2,55,43.621,43.93175417,47,46,46.47,47.779575,85.39,0.09,-79.49,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,238743802,43.931625,47.779885,13.96,-71.6,9.191,STAR,2mass,1.158921801,20180610,,3301-02585-1,689-018888,02554358+4746476,,J025543.68+474646.8,4.38E+17,54222597,,2,2,NaN,NaN,11.759,0.137,10.709,0.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.884,0.026,7.327,0.02,7.206,0.024,7.104,0.037,7.15,0.021,7.099,0.018,7.037,0.098,10.1254,0.000345996,0.018,4450,45,0.05,NaN,-0.09,0.04,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0733-4018,COL,(M4),7,33,34.231,113.3926292,-40,18,58.56,-40.31626667,-13.03,0.14,10.77,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173957127,113.392574,-40.316608,-16.4133,-11.8404,12.677,STAR,2mass,1.238094678,20180610,,,249-016854,07333421-4018597,,J073334.21-401859.6,5.58E+18,20024135,,3.43452,3.43457,NaN,NaN,17.103,NaN,15.807,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.533,0.029,10.05,0.036,9.806,0.032,9.429,0.022,9.228,0.021,9.068,0.029,8.783,0.33,14.0797,0.000942542,0.018,3183,159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J2313+5937,COL,(M2),23,13,23.734,348.3488917,59,37,8.12,59.61892222,91.16,0.06,2.61,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283733325,348.3482,59.6189,83.4,8.88,10.607,STAR,2mass,1.261913711,20180610,,,749-080165,23132355+5937079,1.24E+18,J231323.67+593708.0,2.01E+18,57902879,,2,2,NaN,NaN,14.325,0.158,12.903,0.056,16.1194,0.00787992,11.3197,0.000326105,15.1997,0.0128628,13.2536,0.0115141,12.526,0.0121141,9.218,0.032,8.523,0.044,8.311,0.029,8.231,0.023,8.135,0.019,7.815,0.026,7.63,NaN,11.6789,0.000345996,0.05,3583,69,4.82547,0.372298,NaN,NaN,0.432,0.069,0.455,0.087,DWARF,0.02771082,0.008852068,50.46904,NaN,NaN,NaN,312,5.810976,,,0.003682863
J0316-3509,COL,(M3),3,16,50.5,49.21041667,-35,9,38.15,-35.16059722,83.88,0.2,-14.04,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176842025,49.20989,-35.160533,85.5799,-46.57,10.717,STAR,2mass,1.567214649,20180610,,,275-003287,03165036-3509378,,J031650.46-350937.9,5.05E+18,17511926,,4.13417,4.1342,NaN,NaN,14.053,0.177,13.528,0.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.166,0.026,8.538,0.057,8.322,0.04,8.133,0.023,7.989,0.02,7.869,0.019,7.603,0.12,11.8002,0.000345996,0.018,3256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0231397,NaN,19,0.08678716,,,NaN
J0655+2250,COL,(M8),6,55,47.129,103.9463708,22,50,19.94,22.83887222,-2.27,0.55,-91.09,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392015736,103.946366,22.839314,NaN,NaN,15.935,STAR,2mass,1.59048773,20180610,,,,06554712+2250215,,J065547.12+225020.4,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.185,0.029,13.532,0.039,13.103,0.03,12.874,0.024,12.668,0.026,11.883,0.315,9.016,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0504-3151,COL,(M5),5,4,18.897,76.0787375,-31,51,21.63,-31.85600833,26.97,0.11,1.01,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77670461,76.078449,-31.855633,NaN,NaN,13.272,STAR,2mass,1.613667862,20180610,,,291-006241,05041882-3151202,,J050418.86-315120.5,4.88E+18,,,NaN,NaN,NaN,NaN,17.456,0.163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.465,0.033,10.92,0.031,10.51,0.028,10.244,0.023,10.026,0.021,9.873,0.043,8.524,NaN,14.5001,0.0012,0.019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0158951,NaN,0,NaN,,,NaN
TYC 4271-37-2,COL,K5Ve,22,6,36.746,331.6531083,63,45,16.91,63.75469722,80.1,1.3,28.5,1.1,41.99,0.74,NaN,NaN,-0.06,NaN,NaN,10.067,0.002,7.85,0.07,0,,X,14;-;-;-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,334810406,331.652008,63.754572,70.8934,31.8714,8.953,STAR,2mass,1.808783176,20180610,,4271-00037-1,769-059956,22063648+6345164,,J220636.37+634517.4,2.21E+18,58758214,,1.34411,1.12868,23.2719,0.284463,11.282,0.094,10.274,0.008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.853,0.075,7.233,0.04,7.084,0.053,6.494,0.059,6.656,0.021,6.681,0.015,6.586,0.055,9.7535,0.000345996,0.034,4498,175,4.32562,0.208605,NaN,NaN,0.979354,0.152251,0.706459,0.0845294,GIANT,0.1998515,0.0442013,42.9702,0.5189,NaN,NaN,0,NaN,,,NaN
HD 984,COL,F5V,0,0,NaN,3.543166667,0,0,NaN,-7.199388889,103.31,0.04,-66.09,0.03,47,1,-2,1,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408012676,3.542705,-7.199144,103.307,-66.0903,6.845,STAR,2mass,1.869782206,20180610,1134,4670-00773-1,415-000320,00141025-0711569,,J001410.33-071157.5,2.43E+18,2836084,,0.0393548,0.0267373,21.3533,0.602339,7.81,NaN,7.32,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.402,0.023,6.17,0.038,6.073,0.021,6.077,0.107,5.955,0.045,6.092,0.016,6.017,0.054,7.16857,0.000345996,0.018,6432.11,33.2794,4.83,0.06,0.09,0.03,1.22906,0.122128,1.22328,0.205172,DWARF,2.329457,0.4629423,46.83117,1.47581,0.0336147,NaN,18,0.08616394,,,0.004884995
J2330+5916,COL,(M4),23,30,2.885,352.5120208,59,16,8.42,59.26900556,109.49,0.08,-3.97,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,427314633,352.511,59.269,115.65,-4.46,11.813,STAR,2mass,1.877999845,20180610,,,747-083069,23300266+5916084,,J233002.81+591608.4,2.01E+18,57912305,,2,2,NaN,NaN,16.141,0.165,14.66,0.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.123,0.024,9.54,0.028,9.299,0.023,9.108,0.022,8.925,0.021,8.842,0.031,9.656,NaN,12.9915,0.000552544,0.066,3222,68,4.88677,0.378276,NaN,NaN,0.384,0.061,0.414,0.085,DWARF,0.01431724,0.004548707,44.13033,NaN,NaN,NaN,235,0.08928794,,,0.003550683
HD 277665,COL,K0,5,12,23.065,78.09610417,41,19,37.3,41.32702778,52.2,1.9,-129.2,1.8,39.48,0.35,NaN,NaN,-0.04,NaN,NaN,9.141,0.001,7.78,0.02,NaN,,X,14;-;-;-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,187585830,78.09578,41.32753,52.1826,-129.219,8.563,STAR,2mass,2.009195886,20180610,,2904-00019-1,657-031392,05122298+4119392,,J051223.03+411938.1,2.01E+17,51524547,,1.91407,1.78108,25.3322,0.225476,10.405,0.059,9.536,0.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.782,0.024,7.352,0.02,7.192,0.021,7.064,0.047,7.153,0.02,7.134,0.018,7.081,0.106,9.14104,0.000345996,0.018,5609,187,4.7047,0.256189,NaN,NaN,0.733145,0.08187,0.992312,0.124543,DWARF,0.4793097,0.1070486,39.4754,0.584812,NaN,NaN,210,0.09322228,,,0.000669696
BD+26 537,COL,G5,3,18,20.46,49.58525,26,54,32.76,26.9091,95.42,0.89,-90.15,0.41,40.77,0.53,NaN,NaN,NaN,15.8,0.02,8.638,0.001,7.41,0.01,NaN,,,9;-;-;-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28871150,49.584789,26.909508,95.4187,-90.1488,8.113,STAR,2mass,2.085064252,20180610,,1792-00230-1,585-007732,03182033+2654344,,J031820.43+265433.2,1.18E+17,46652873,,0.88512,0.405834,24.5251,0.31823,9.817,0.043,8.955,0.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.406,0.018,6.974,0.018,6.913,0.02,6.873,0.064,6.926,0.02,6.913,0.017,6.887,0.084,8.63773,0.000345996,0.017,5087,181,4.49016,0.275439,NaN,NaN,0.86997,0.109166,0.852597,0.0967725,DWARF,0.456615,0.1145944,40.77454,NaN,0.257417,NaN,39,0.001614425,,,0.006049284
J0257+4907,COL,(M5),2,57,21.531,44.3397125,49,7,31.85,49.12551389,117.8,0.15,-105.76,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,116008361,44.3389,49.1259,120.65,-100.16,11.939,STAR,2mass,2.365578656,20180610,,,696-020959,02572132+4907335,,J025721.46+490732.4,,54223683,,2,2,NaN,NaN,16.479,0.066,14.858,0.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.372,0.021,9.785,0.019,9.519,0.02,9.344,0.024,9.146,0.02,9.017,0.03,8.715,0.391,NaN,NaN,0.04,3244,63,4.93189,0.140002,NaN,NaN,0.324,0.019,0.327,0.025,DWARF,0.01047389,0.001228419,49.01205,NaN,NaN,NaN,131,0.09863038,,,0.00310769
HD 29329,COL,F7V,4,46,0.903,71.5037625,76,36,37.73,76.61048056,75.59,0.02,-135.35,0.03,32.75,0.34,-9.8,0.8,-0.01,NaN,NaN,6.321,0.001,5.53,0.03,2.6,,X;E,-;7;-;-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,140638831,71.502386,76.611059,75.594,-135.35,5.989,STAR,2mass,2.377633306,20180610,22152,4511-02542-1,834-006433,04460056+7636399,,J044600.78+763638.4,5.52E+17,,,0.0221175,0.026608,30.538,0.32086,6.938,0.024,6.50001,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.535,0.035,5.332,0.029,5.284,0.02,5.287,0.176,5.116,0.072,5.263,0.015,4.984,0.032,6.3212,0.000345996,0.021,6349.26,51.8119,NaN,NaN,NaN,NaN,1.46561,0.128125,1.45215,0.337306,DWARF,3.145024,0.5498819,32.74609,0.471023,0.122586,NaN,58,0.00031822,,,1
HIP 17248,COL,M0V,0,0,NaN,55.40604167,0,0,NaN,55.21808333,96.7,0.2,-116.6,0.1,36.2,0.4,-3.2,0.6,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,450182870,55.4053,55.2186,96.7136,-116.591,9.525,STAR,2mass,2.404060965,20180610,17248,3720-00426-1,727-027897,03413724+5513068,,J034137.38+551305.6,4.45E+17,56885256,,0.151955,0.116852,27.6335,0.292066,12.631,0.061,11.251,0.034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.347,0.027,7.649,0.027,7.499,0.023,7.429,0.032,7.435,0.021,7.353,0.017,7.27,0.108,10.4235,0.000345996,0.016,3934,67,4.62523,0.0629097,NaN,NaN,0.667,0.02,0.684,0.013,DWARF,0.09600278,0.005757288,40.98496,0.378479,NaN,NaN,178,0.00777876,,,0.005464357
J0432+7406,COL,(M2),4,32,57.531,68.2397125,74,6,58.06,74.11612778,78.38,0.06,-124.92,0.09,NaN,NaN,-7,7,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,103565448,68.2383,74.1167,89.26,-135.1,9.58,STAR,2mass,2.486029894,20180610,,4341-00518-1,821-010613,04325718+7407002,,J043257.30+740659.3,5.02E+17,60223400,,2,2,NaN,NaN,13.473,0.356,11.848,0.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.245,0.035,7.609,0.017,7.386,0.02,7.081,0.039,7.052,0.021,6.99,0.016,6.85,0.076,10.6377,0.0003,0.04,3568,67,4.81972,0.271162,NaN,NaN,0.464,0.056,0.518,0.064,DWARF,0.0314362,0.007588048,NaN,NaN,0.178843,NaN,60,0.08738039,,,0.01066254
J0022+1203,COL,M7.5,0,22,13.948,5.558116667,12,3,3.54,12.05098333,131.95,0.48,-79.66,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,303240404,5.557477,12.051383,NaN,NaN,15.204,STAR,2mass,2.672435797,20180610,,,,00221379+1203049,1.24E+18,J002213.90+120303.8,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.5495,0.811395,21.6637,0.0563641,20.0068,0.0231609,17.1274,0.00675867,15.4667,0.00618519,13.454,0.023,12.79,0.028,12.433,0.023,12.17,0.023,11.923,0.025,11.515,NaN,8.688,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
J0222-1046,COL,F3V,2,22,1.693,35.50705417,-10,46,40.4,-10.77788889,153.19,0.19,-82.48,0.18,NaN,NaN,12,4,NaN,NaN,NaN,NaN,,NaN,,NaN,,,6 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408130113,35.506319,-10.777489,153,-82,5.039,STAR,2mass,2.971880822,20180610,11029,5282-02511-1,397-002658,02220152-1046390,,J022201.64-104639.9,,5098459,,8,8,33.48,0.93,5.784,0.024,5.42277,0.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.677,0.236,4.761,0.024,4.522,0.023,4.485,0.285,4.26,0.154,4.552,0.014,4.446,0.023,NaN,NaN,0.237,6894.45,33.0082,NaN,NaN,NaN,NaN,1.58567,0.13585,1.49659,0.35307,DWARF,5.118218,0.876992,29.86858,0.829683,0.0257619,NaN,11,3.82E-05,,,1
J0320+3942,COL,M1.5Ve,3,20,45.413,50.18922083,39,42,59.38,39.71649444,126.7,1.3,-129.25,0.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178143920,50.1884,39.7171,127,-100,9.356,STAR,2mass,3.149453572,20180610,,,649-013812,03204519+3943016,1.24E+18,J032045.32+394300.2,,50827787,,8,8,NaN,NaN,12.736,0.006,11.308,0.053,15.3266,0.00492955,14.5354,0.00692383,10.7844,0.000586055,9.88749,0.000398997,11.7621,0.00722658,8.085,0.021,7.434,0.018,7.218,0.023,7.094,0.05,7.046,0.02,6.987,0.017,6.844,0.099,NaN,NaN,0.02,3770,62,4.62724,0.237983,NaN,NaN,0.664,0.073,0.681,0.062,DWARF,0.08024099,0.01764335,33.3388,NaN,NaN,NaN,70,0.01237438,,,0.005472915
J2319+7900,COL,M3.5V,23,19,25.603,349.8566792,79,0,4.77,79.001325,209.27,0.08,61.6,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,398325056,349.8517,79.001,218.67,72.68,9.638,STAR,2mass,3.614517003,20180610,,,846-018729,23192447+7900037,,J231925.21+790004.5,,,,2,2,NaN,NaN,NaN,NaN,12.39,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.036,0.018,7.39,0.026,7.196,0.017,6.846,0.055,6.741,0.042,6.561,0.025,5.995,0.053,NaN,NaN,0.058,3287,98,4.80793,0.0590526,NaN,NaN,0.478,0.014,0.535,0.01,DWARF,0.02402975,0.001407601,18.61695,NaN,0.200213,NaN,74,14.07173,,,0.004258886
J0521-3307,COL,(M2),5,21,55.937,80.48307083,-33,7,12.68,-33.12018889,35.05,0.04,1.94,0.05,NaN,NaN,25,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78055892,80.484294,-33.120174,NaN,NaN,13.678,STAR,2mass,3.688362944,20180610,,,,05215623-3307126,,J052156.27-330710.2,4.83E+18,,,NaN,NaN,NaN,NaN,14.655,0.053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.72,0.039,11.143,0.052,10.795,0.038,11.441,0.183,11.293,0.167,10.707,0.162,8.501,NaN,14.9864,0.00152243,0.02,4259,172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0216696,NaN,0,NaN,,,NaN
J0553-3149,COL,(M6),5,53,37.069,88.40445417,-31,49,12.08,-31.82002222,19.53,0.18,2.51,0.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100778511,88.403055,-31.820502,-13.9334,-10.1966,17.385,STAR,2mass,4.615352946,20180610,,,,05533673-3149137,,,2.89E+18,,,2.31093,2.26104,NaN,NaN,18.069,0.123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.217,0.116,13.787,NaN,13.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.2298,0.0149744,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
ome Auriga A,COL,A1V,0,0,NaN,74.81429167,0,0,NaN,37.89030556,46.4,0.6,-97.8,0.4,52,2,8,3,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121381204,74.8144,37.891607,56.43,-116.57,6.665,STAR,2mass,4.695281907,20180610,,,640-021279,04591545+3753299,,,,,,2,2,NaN,NaN,2.43,0.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.03,NaN,5.869,0.114,5.865,0.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
ome Auriga B,COL,A1V,0,0,NaN,74.81429167,0,0,NaN,37.89030556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121381204,74.8144,37.891607,56.43,-116.57,6.665,STAR,2mass,4.695281907,20180610,,,640-021279,04591545+3753299,,,,,,2,2,NaN,NaN,2.43,0.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.03,NaN,5.869,0.114,5.865,0.154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
TYC 4271-37-2,COL,K5Ve,22,6,36.746,331.6531083,63,45,16.91,63.75469722,80.1,1.3,28.5,1.1,41.99,0.74,NaN,NaN,-0.06,NaN,NaN,10.067,0.002,7.85,0.07,0,,X,14;-;-;-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,334810404,331.650211,63.754961,70.89,31.87,8.927,STAR,2mass,4.709195541,20180610,,,769-059955,22063604+6345178,,,2.21E+18,,,2,2,NaN,NaN,11.27,NaN,10.008,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.786,0.05,7.237,0.034,7.049,0.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.7535,0.000345996,0.025,4239,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,,,NaN
S CrA,CRA,G0Ve,0,0,NaN,285.2858333,0,0,NaN,-36.95558333,-1,1,-16,1,NaN,NaN,0,2,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254051138,285.285875,-36.955581,8.3,-19.6,9.436,STAR,2mass,0.120254063,20180610,,7421-00213-1,266-181815,19010860-3657200,,J190108.61-365720.6,6.73E+18,19413394,,3.1,3.5,NaN,NaN,12.31,0.363,11.593,0.026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.194,0.021,7.051,0.024,6.107,0.021,5.136,0.126,4.037,0.13,2.08,0.013,0.003,0.013,10.3293,0.0003,0.017,3269,160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,1.45244,NaN,0,NaN,,,NaN
HR 7129,CRA,B3V,0,0,NaN,284.16875,0,0,NaN,-37.34325,9.1,0.2,-23.6,0.3,132,5,1.3,0.8,NaN,NaN,NaN,NaN,,NaN,,NaN,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113272022,284.168764,-37.343188,5.8,-26,5.523,STAR,2mass,0.226768053,20180610,92989,7421-02297-1,264-176613,18564050-3720354,,J185640.50-372036.1,,,,1,1,7.67,0.94,5.212,0.021,5.36,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.623,0.02,5.66,0.027,5.685,0.021,5.835,0.119,5.749,0.046,5.85,0.015,5.449,0.037,NaN,NaN,0.03,15862.6,140.709,3.7,0.1,NaN,NaN,3.08003,0.932065,4.653775,0.54152,DWARF,541.1312,327.5092,130.3781,15.9785,0.305972,NaN,225,0.00459612,,,1
